Title,Author,ISBN Valid,Publisher,Subjects,i,Publication_Date,Category
"La Suisse, les Alliés et le cinéma : propagande et représentation, 1939-1945 /",Gianni Haver,9782940146178,Antipodes,Cinéma et guerre;Suisse; Guerre mondiale (1939-1945);Suisse; Guerre mondiale (1939-1945);Propagande; cinéma;propagande politique;Suisse;guerre mondiale 2;[études diverses]; Cinéma; ASIE; PROPAGANDE; CENSURE; SUISSE; SOCIOLOGIE; GUERRE MONDIALE II; [Études diverses],11656,2001,Politics; Sociology
Derrière l'écran : entretiens avec Christophe Gallaz et Jean-François Amiguet /,"Buache, Freddy",9782601031652,Payot,"Buache, Freddy;[entretien]; Buache Freddy",11657,1995,Buache; Entretien
L'Ickabog /,"Rowling, J.K., 1965-",9782075150552,Gallimard jeunesse,Roman pour la jeunesse,11658,2020,Fiction
Stand-by /,"Pellegrino, Bruno",9782889274611,Zoé,,11659,2018,
Histoire des curés /,"Michel Lagrée, Nicole Lemaitre",9782213612126,Fayard,curé (prêtre);1er s. / 20e s.,11660,2002,Prêtre
La paix au village : clergé paroissial et règlement des conflits dans la France d'Ancien Régime /,"Bonzon, Anne 1963-....",9791026710707,Champ Vallon,Gestion des conflits;France;17e siècle; Règlement de conflits;France;17e siècle; Clergé rural;France;17e siècle; Christianisme et justice;France;17e siècle,11661,2022,France; Gestion; Règlement; Siècle
Le problème à trois corps : roman /,"Liu, Cixin, 1963-",9782330113551,Actes Sud,Roman chinois,11662,2018,Fiction
La forêt sombre : roman /,"Liu, Cixin, 1963-",9782330082314,Actes Sud,Science-fiction; Roman chinois,11663,2017,Fiction; Science
La mort immortelle /,"Liu, Cixin, 1963-",9782330113841,Actes Sud,Science-fiction; Roman chinois,11664,2018,Fiction; Science
Imagined communities : reflections on the origin and spread of nationalism /,"Anderson, Benedict R. O'G. 1936- (Benedict Richard O'Gorman),",9780860913290,Verso,identité nationale;nationalisme; communauté;nation; idéologie;nationalité; Etat-nation - formation;imaginaire;nationalisme,11665,1991,Communauté; Identité; Idéologie; Nation; Nationalisme
Le norvégien sans peine,"Liégaux Heide, Françoise",9782700502039,Assimil,norvégien (langue);[exercices];[multimédia]; norvégien (langue);[manuel];[multimédia],11666,1997,Language
Vaud du ciel /,"Zellweger, Jean-Michel",9782889152261,Genoud Arts graphiques; Presses polytechniques et universitaires romandes,Photographies aériennes;Vaud (Suisse),11667,2018,Photographies; Suisse
La théorie des jeux : stratégies et  tactiques /,"Gilles Cohen, mathématicien",9782848841502,Pole,Jeux de stratégie (mathématiques); Jeux mathématiques; Théorie des jeux,11668,2013,Mathématiques; Stratégie; Théorie
Long shadows /,"Baldacci, David, 1960-",9781529061901,Macmillan,,11669,2022,Fiction
Tom Lake : a novel /,"Patchett, Ann 1963-....",9780063335233,Harper Coliins,,11670,2023,"Fiction; Fiction,"
L'architecte du sultan /,"Şafak, Elif, 1971-",9782081353770,Flammarion,,11671,2015,
Avant qu'il soit trop tard : manifeste pour un monde durable /,"Neirynck, Jacques",9782882958525,Cabedita,Développement durable; Politique de l'environnement; Changement social,11672,2019,Politics
Les voisins : nouvelles = Komşular /,"Yücel, Tahsin, 1933-",9782911686467,MEET,,11673,2010,
Toute mon histoire : carnets de vie et de musique /,"Grohl, Dave, 1969-",9791033913146,,"Grohl, Dave; Autobiographie",11674,2022,Biography
"Rockeuses : un voyage à travers l'histoire de la musique féministe : Janis Joplin, Joni Mitchell, LaVern Baker, Karen Carpenter, Siouxsie Sioux, Peaches... /",Juliane Streich,9782380583441,Rock & folk éditions,Musiciennes de rock; Musiciennes; Chanteuses; Femmes artistes interprètes; Femmes et musique; Féminisme;Musique,11675,2023,Art; Music
Un petit coin de paradis : l'art du petit jardin /,"Olikier-Luyten, Isabelle",9782379222566,Ulmer,Jardinage; Jardins; Art des jardins; Guides pratiques,11676,2022,Art
Introduction à la littérature kurde /,"Uzun, Mehmed",9782343211695,L'Harmattan,Littérature kurde,11677,2021,Literature
La saga des Windsor : de l'Empire britannique à Elizabeth II /,"Des Cars, Jean, 1943-",9782262095611,Perrin,Windsor;(famille);Histoire,11678,2021,History
La part des cendres : roman /,"Favier, Emmanuelle",9782226465566,Albin Michel,,11679,2022,
Le livre qui parlait toutes les langues /,"Serres, Alain",9782355042713,Rue du monde,Langues; [Ouvrages pour la jeunesse]; Ouvrages pour la jeunesse; Livres audio,11680,2013,Language
"Nabucco, Verdi",Stadttheater St. Gallen,,L'Avant-scène Opéra,"Verdi, Giuseppe.;""Nabucco""",11681,1982,Nabucco; Verdi
La fête du potiron ; Le crime est notre affaire /,"Christie, Agatha, 1890-1976",,Edito-Service,,11682,,
Face au vent  /,"Leeb, Fanny, 1986-",9791028529321,Leduc Graphic,Bandes dessinées,11683,2023,Comics
L'an - 58 : les Helvètes : archéologie d'un peuple celte /,"Kaenel, Gilbert 1949-2020",9782889151530,Swissprinters; Presses polytechniques et universitaires romandes,Helvètes; Antiquités celtiques,11684,2016,Antiquités; Helvètes
L'anarchisme : ce dont il s'agit vraiment et autres textes anarcha-féministes /,"Goldman, Emma",9782228931175,Payot & Rivages,Féminisme;Etats-Unis; Anarchisme,11685,2022,Anarchisme; Etats; Féminisme
Organisation judiciaire et procédure devant les cours laïques du Pays de Vaud à l'époque savoyarde (XIIIe-XVIe siècle) /,"Gallone, Paolo",,éditeur non identifié,organisation judiciaire;Vaud (Suisse);13e s. / 16e s.,11686,1972,Organisation; Suisse
"Elèves ""difficiles"", profs en difficulté /","Auger, Marie-Thérèse",9782850085284,Chronique Sociale; Erasme,comportement;élève difficile; élève difficile;enseignant; élève difficile;relation maître-élève,11687,2004,Comportement; Enseignant; Élève
"La discipline en classe : modèles, doctrines et conduites /","Charles, Carol Morgan",9782804107154,De Boeck Université,classe (enseignement);discipline (ordre),11688,2009,Education
La bibliothèque d'Apollodore /,"Apollodorus, mythographe",9782251604435,Les Belles Lettres,mythologie grecque;[document],11689,1991,Document; Mythologie
Oeuvres /,"Perec, Georges",9782070119646,Gallimard,French fiction.,11690,2017,Fiction
Droit de l'association /,"Perrin, Jean-François, 1937-",9783725556502,Schulthess,association (droit);Suisse;[manuel]; Verein; Schweiz; Grundlagenwerk,11691,2008,Law
Vallotton : dessinateur de presse /,"Vallotton, Félix 1865-1925",9782851082244,Chêne,"Vallotton, Félix - dessin de presse",11692,1979,Vallotton
"Félix Vallotton : [exhibition, Yale University Art Gallery, New Haven, 24 October 1991 - 5 January 1992 ..., Musée cantonal des beaux-arts, Lausanne, 21 November 1992 - 31 January 1993] /","Sasha M. Newman, Marina Ducrey",9780894670572,Abbeville Press; Yale Univ Art Gallery,"Vallotton, Félix;[catalogue d'exposition]",11693,1991,Catalogue; Vallotton
Le cas Kepler /,"Pauli, Wolfgang",9782226114242,Albin Michel,"archétype;astronomie;Kepler, Johannes; philosophie;Pauli, Wolfgang",11694,2002,Philosophy
Physique moderne et philosophie /,"Pauli, Wolfgang",9782226107848,Albin Michel,philosophie;physique; physique;* philosophie,11695,1999,Philosophy; Physics
Beyond the atom : the philosophical thought of Wolfgang Pauli /,"Laurikainen, Kalervo V",9783540194569,Springer,"Science; Philosophy; Physics; philosophie;psychologie;Pauli, Wolfgang",11696,1988,Philosophy; Physics; Psychology; Science
"L'arrière-monde, ou, L'inconscient neutre : physique quantique et psychologie des profondeurs selon W. Pauli et C.G. Jung /",Chrystel Delaigue,9782916537238,Ed du Cénacle de France,"Jung, Carl Gustav;Critique et interprétation; Pauli, Wolfgang;Critique et interprétation; Psychologie jungienne; Théorie quantique",11697,2018,Psychology
La science et l'âme du monde /,"Cazenave, Michel",9782226082015,A Michel,âme du monde;science,11698,1996,Science
La juive de Shanghai : roman /,"Halter, Marek",9782374484037,XO Editions,,11699,,
Comprendre le nazisme /,"Chapoutot, Johann, 1978-",9791021030428,Tallandier,National-socialisme;Allemagne;1933-1945,11700,2018,Allemagne; National
Atlas des migrations : un équilibre mondial à inventer  /,"Wihtol de Wenden, Catherine",9782746743786,Autrement,Émigration et immigration;2000-....; Réfugiés;2000-....; Émigration et immigration; 20e siècle (début)-21e siècle (début); Réfugiés; Trafic de migrants; Mobilité internationale de la main-d'oeuvre; [Atlas]; Atlas,11701,1965,Réfugiés; Émigration
Atlas des migrations environnementales /,"Ionesco, Dina",9782724616552,Sciences Po Les Presses,Changements climatiques; Réfugiés environnementaux; Changement global de l'environnement; Climat - Changements; Risques naturels; Ouvrages pour la jeunesse,11702,2016,Changement; Changements; Climat; Risques; Réfugiés
Changer de regard : la justice restaurative en cas d'infractions graves = Perspektivenwechsel: restaurative Justiz auch bei schweren Verbrechen /,"Nicolas Queloz, Catherine Jaccottet Tissot, Nils Kapferer",9783725587292,Schulthess Editions romandes,Straf- und Massnahmenvollzug; Resozialisierung; Mediation(Regelung eines Konflikts); strafbare Handlung; schwerer Fall; Kriminologie; Theorie des Strafrechts; Rechtsphilosophie; Justice réparatrice; Justice transitionnelle; Exécution des peines; Intégration sociale; Médiation; Infractions; Criminologie; Droit pénal; Philosophie; Droit; Réparation (droit); Schweiz; Suisse; [Actes de congrès]; [Études diverses],11703,2020,Law; Philosophy
Méditations de pleine confiance /,"Basset, Lytta, 1950-",9782227500679,Bayard,Conscience;Aspect religieux; Méditation,11704,2022,Science
Histoire du catholicisme /,"Bruley, Yves",9782715413115,Presses universitaires de France/Humensis,Église catholique;Histoire,11705,2022,History
La plénitude de l'être /,"Guisan-Démétriadès, Hélène",9782884134071,Edition Ouverture,,11706,2023,
Desert star /,"Connelly, Michael",9781409186236,Orion,,11707,2022,Fiction
Fixe/animé : croisements de la photographie et du cinéma au XXe siècle /,"Laurent Guido, Olivier Lugon",9782825140529,L'âge d'homme,cinéma;photographie;20e s.; PHOTOGRAPHIE; ANALYSE DE L'IMAGE; HISTOIRE DU CINEMA: GENERALITES,11708,2010,History
"L'architecture religieuse en Suisse romande et dans l'ancien diocèse de Genève à la fin de l'époque gothique : développement, sources et contextes /","Grandjean, Marcel, 1930-",9782880281571,Cahiers d'archéologie romande,Architecture religieuse; 14e siècle-15e siècle; Suisse romande; Genève (diocèse),11709,2015,Fiction
"Vidy, un théâtre au présent : 50 ans d'histoire /","Zahnd, René",9782828914554,Favre,"Théâtre Vidy-Lausanne; Histoire; Théâtre; Vie artistique; 20e siècle (2e moitié)-21e siècle (début); Lausanne (Suisse, VD) - Vidy",11710,2015,Art; History; Theater
La société malade de l'hyperconsommation /,"Moati, Philippe",9782738134165,O Jacob,Consommation; Capitalisme; Consommateurs - Comportement; Société de consommation; Simplicité volontaire; Consommation durable,11711,2016,Capitalisme; Consommateurs; Consommation; Simplicité; Société
L'imaginaire national : réflexions sur l'origine et l'essor du nationalisme /,"Anderson, Benedict R. O'G. 1936- (Benedict Richard O'Gorman),",9782707125415,Ed La Découverte,idéologie;nationalité; identité nationale;nationalisme; communauté;imaginaire;nation; Etat-nation - formation;imaginaire;nationalisme,11712,1996,Communauté; Identité; Idéologie; Nationalisme; Nationalité
Corse /,,9782016281949,Hachette,Corse (France); Guides touristiques et de visite,11713,2022,Corse; Guides
Lectures rapides /,"Bréhat, Anne-Marie",9782909557700,Les Ed Buissonnières,Lecture rapide;Étude et enseignement (primaire); Lecture;Étude et enseignement (primaire),11714,2001,Education
Coin lecture : CE1 /,Editions MDI,9782223113910,Éditions MDI,Lecture;Étude et enseignement (primaire); Problèmes et exercices,11715,2023,Education
"80 fiches pour l'éducation musicale, cycle 1, 2 et 3 : [des séquences complètes et détaillées pour enseigner l'éducation musicale] : [54 fiches matériel, 26 fiches pour l'enseignant] /","Marion Démoulin, Séverine Henno, Noémie Pinero-Wait",9782820809131,Rue des écoles,Musique;Étude et enseignement pour la jeunesse,11716,2019,Education; Music
"Le coin lecture : CM1, programme 2016 /",,9782223113309,Ed MDI,Lecture; Étude et enseignement (primaire); Français (langue); [Problèmes et exercices]; [Séquence pédagogique],11717,2017,Education; Language
Chiisakobé : [Le serment de Shigeji] /,"Mochizuki, Minetarō",9782353480791,Le Lézard noir,Mangas; Bandes dessinées,11718,2015,Comics
Mauvaise graine /,"Bertschy, Christophe",9791034738298,Dupuis,Bandes dessinées,11719,2023,Comics
"Guide complet des pieds : être attentif à ses pieds, c'est soulager son corps et préserver sa santé /","Le Vaillant, Patricia réflexologue 19..-....",9782716318112,Editions du Dauphin,Pied;Soins et hygiène; Réflexothérapie; Guides pratiques,11720,2023,Guides; Réflexothérapie; Soins
Les effets de l'union libre : comparaison des différents modes de conjugalités et propositions normatives /,"Jubin, Oriana",9783725586394,Univ de Genève Faculté de droit; Schulthess éd romandes,Konkubinat; Beendigung; Wirkung; Rechtssetzung; Verhältnis zwischen; Ehe; registrierte Partnerschaft; Schweiz,11721,2017,Art
Le concubinage en droit suisse : exemples de conventions s'appliquant aux communautés de vie non maritales /,"Ranzanici Ciresa, Francesca",9783727238536,Stämpfli Editions,Droit; Concubinage; Partenariats enregistrés; Couples non mariés; Division sexuelle du travail domestique; Objets personnels; Logement; Enfants; Mariage; Vereinbarung; Eheähnliche Gemeinschaft; Konkubinat; Schutzmassnahme; Vertrag; Innominatvertrag; Aufgabenteilung; Stellvertretung; Wohnraum; Kindesverhältnis; Beendigung; Suisse; Schweiz,11722,2022,Art; Law
"Le divorce en pratique : entretien du conjoint et des enfants, partage de la prévoyance professionnelle /","Stoudmann, Patrick, juge cantonal, 1970-",9782940394371,Editions Bis et Ter,Divorce; Mariage; Droit; Entretien (droit); Conjoints; Enfants; Famille; Pensions de vieillesse; Partage; Obligation alimentaire; Partage des biens communs; Suisse; Manuels d'enseignement supérieur; Unterhaltspflicht; Ehegatte; Kind; berufliche Vorsorge; Teilung(allgemein); Ehescheidung; Scheidungsfolge; Versorgungsausgleich; Unterhaltsberechnung; Schweiz,11723,,Art; Education; Law
Journée de droit successoral 2022 /,Maryse Pradervand-Kernen,9783727219375,Stämpfli Editions,Erbrecht; Schweiz,11724,2022,Erbrecht; Schweiz
Russkiĭ i︠a︡zyk segodni︠a︡ /,Л. П Крысин,9785887440569,IRJa RAN,russe (langue);[études diverses],11725,2000,Language
Le déclin de l'Occident : esquisse d'une morphologie de l'histoire universelle /,"Spengler, Oswald",9782072941948,Gallimard,Histoire universelle; Philosophie de l'histoire,11726,2021,History; Philosophy
De feuilles et de sang : le crépuscule des brigands : roman /,"Besson, Carole",9782881944284,Editions Mon Village,"Roman historique suisse de langue française;Jorat (Suisse, VD);17e siècle; Roman policier suisse",11727,,Fiction; History; Language
On the museum's ruins /,"Crimp, Douglas, 1944-",9780262032094,MIT Press,muséologie;post-moderne; Muséologie; Postmodernisme; Avant-garde (esthétique); Modernisme (art); Photographie argentique; Musées; Art,11728,1993,Art
