book_id,users_borrowed,dates_borrowed,total_borrows
13467,"3186, 3186, 3186, 3186, 3186, 3186","03-04-2023, 03-04-2023, 05-09-2023, 05-09-2023, 16-04-2024, 16-04-2024",6
13468,"3186, 3186, 3186, 3186","03-04-2023, 05-09-2023, 30-01-2024, 23-05-2024",4
13469,"3186, 3186, 3186, 3186","19-04-2023, 05-09-2023, 30-01-2024, 23-05-2024",4
13470,"3186, 3186, 3186, 3186","19-04-2023, 05-09-2023, 30-01-2024, 23-05-2024",4
13471,"3186, 3186, 3186, 3186","30-01-2024, 30-01-2024, 27-05-2024, 27-05-2024",4
13472,"3188, 3188, 3188, 3188","03-01-2023, 11-05-2023, 07-10-2023, 13-02-2024",4
13473,"3188, 3188, 3188","03-01-2023, 11-05-2023, 07-10-2023",3
13474,"3188, 3188, 3188, 3188, 3188, 3188, 3188, 3188","03-01-2023, 03-01-2023, 11-05-2023, 11-05-2023, 07-10-2023, 07-10-2023, 13-02-2024, 13-02-2024",8
13475,"3188, 3188, 3188, 3188","03-01-2023, 11-05-2023, 07-10-2023, 13-02-2024",4
13476,"3188, 3188, 3188, 3188","03-01-2023, 11-05-2023, 07-10-2023, 13-02-2024",4
13477,"3188, 3188, 3188, 3188","03-01-2023, 11-05-2023, 07-10-2023, 13-02-2024",4
13478,"3188, 3188, 3188, 3188","03-01-2023, 11-05-2023, 07-10-2023, 13-02-2024",4
13479,"3189, 3189, 3189, 3189","14-02-2023, 14-02-2023, 05-06-2023, 05-06-2023",4
13480,3193,17-04-2023,1
13481,"4239, 4239, 4239, 4239, 3193","13-06-2023, 13-06-2023, 26-06-2023, 26-06-2023, 27-06-2023",5
13482,"3723, 3194, 6887, 6263","19-04-2023, 26-09-2023, 06-10-2023, 12-10-2023",4
13483,"3196, 6276, 3196, 7356, 7349","17-03-2023, 15-05-2023, 12-06-2023, 20-02-2024, 04-06-2024",5
13484,"6501, 4432, 3196","08-05-2023, 03-11-2023, 16-08-2024",3
13485,"6936, 5081, 5081","19-06-2023, 21-12-2023, 16-02-2024",3
13486,"6039, 6039, 3197, 5264, 5264","22-09-2023, 22-09-2023, 19-03-2024, 20-03-2024, 20-03-2024",5
13487,"3530, 3198, 5806","09-02-2023, 12-01-2024, 04-03-2024",3
13488,"4987, 4987, 4987","13-04-2023, 05-07-2023, 14-02-2024",3
13489,"3201, 3201, 3201, 5402","31-01-2023, 17-06-2023, 29-01-2024, 19-06-2024",4
13490,"3201, 4033, 3201, 3201, 5402","31-01-2023, 03-03-2023, 17-06-2023, 29-01-2024, 19-06-2024",5
13491,"3201, 3201, 3201, 5402","31-01-2023, 17-06-2023, 29-01-2024, 19-06-2024",4
13492,"3201, 3201, 3201, 5402","31-01-2023, 17-06-2023, 29-01-2024, 19-06-2024",4
13493,"3201, 3201, 3201, 5402","31-01-2023, 17-06-2023, 29-01-2024, 19-06-2024",4
13494,"3201, 3201, 3201, 5402","31-01-2023, 17-06-2023, 01-02-2024, 19-06-2024",4
13495,"3201, 3201, 3201, 5402","31-01-2023, 17-06-2023, 29-01-2024, 19-06-2024",4
13496,"3201, 3201, 3201, 5402","31-01-2023, 17-06-2023, 29-01-2024, 19-06-2024",4
13497,"3201, 3201, 3201, 5402","31-01-2023, 17-06-2023, 01-02-2024, 19-06-2024",4
13498,"3201, 3201, 3201","04-02-2023, 17-06-2023, 01-02-2024",3
13499,"3201, 3201, 3201, 3201","04-02-2023, 17-06-2023, 29-01-2024, 26-08-2024",4
13500,"3201, 3201, 3201","04-02-2023, 17-06-2023, 29-01-2024",3
13501,"3201, 3201, 3201, 5402","04-02-2023, 17-06-2023, 20-02-2024, 19-06-2024",4
13502,"3201, 3201, 3201, 5402","04-03-2023, 17-06-2023, 29-01-2024, 19-06-2024",4
13503,"3201, 3201, 3201, 5402","04-03-2023, 17-06-2023, 29-01-2024, 19-06-2024",4
13504,"3201, 3201, 3201","04-03-2023, 17-06-2023, 29-01-2024",3
13505,"3201, 3201, 3201, 5402, 3201","04-03-2023, 17-06-2023, 29-01-2024, 19-06-2024, 26-08-2024",5
13506,"3201, 3201, 3201, 3201, 3201, 3201, 5402","04-03-2023, 04-03-2023, 17-06-2023, 17-06-2023, 29-01-2024, 29-01-2024, 19-06-2024",7
13507,"3201, 3201, 3201, 5402, 3201","04-03-2023, 17-06-2023, 29-01-2024, 19-06-2024, 26-08-2024",5
13508,"3201, 3201, 3201, 5402","04-03-2023, 17-06-2023, 29-01-2024, 19-06-2024",4
13509,"3201, 3201, 3201, 5402, 3201","04-03-2023, 17-06-2023, 29-01-2024, 19-06-2024, 26-08-2024",5
13510,"3201, 3201, 3201, 5402","25-04-2023, 17-06-2023, 29-01-2024, 19-06-2024",4
13511,"3202, 5832, 4543, 6832","09-02-2023, 22-03-2023, 05-12-2023, 07-02-2024",4
13512,"3202, 3202, 3202, 5868, 5868","20-03-2023, 27-03-2023, 05-04-2023, 02-11-2023, 27-11-2023",5
13513,"5016, 3202, 4800, 5080, 3815, 3815, 3815, 4607, 7536, 7536","27-03-2023, 27-03-2023, 31-03-2023, 24-08-2023, 26-10-2023, 13-11-2023, 24-11-2023, 04-12-2023, 02-02-2024, 26-02-2024",10
13514,"3202, 7220, 5932","06-04-2023, 25-09-2023, 13-12-2023",3
13515,"3772, 3202","30-05-2023, 31-08-2023",2
13516,"3202, 6085","04-09-2023, 01-11-2023",2
13517,6106,04-05-2023,1
13518,"6944, 3205, 6944, 5282, 6944, 5992","15-06-2023, 17-07-2023, 03-10-2023, 14-11-2023, 29-11-2023, 25-03-2024",6
13519,"4473, 5975, 6303, 4307","28-02-2023, 30-05-2023, 23-05-2024, 17-09-2024",4
13520,"3208, 6570","27-06-2023, 16-01-2024",2
13521,"5631, 5514, 3208, 6410","06-02-2023, 30-03-2023, 27-06-2023, 20-09-2023",4
13522,3209,08-03-2023,1
13523,"3209, 4926, 4926, 4926, 4926","08-03-2023, 31-05-2023, 19-09-2023, 12-01-2024, 10-05-2024",5
13524,"4430, 3209, 5277, 4347","22-02-2023, 10-05-2023, 17-10-2023, 17-04-2024",4
13525,"3209, 4347, 4347","10-05-2023, 24-11-2023, 06-03-2024",3
13526,"6117, 3209","25-08-2023, 06-09-2023",2
13527,"3211, 3555, 5238, 6156","06-09-2023, 16-10-2023, 19-02-2024, 16-04-2024",4
13528,"5335, 3651, 4525, 7461","28-02-2023, 28-03-2023, 11-10-2023, 16-01-2024",4
13529,"3214, 5248, 3214, 3214","16-01-2023, 26-04-2023, 12-06-2023, 19-01-2024",4
13530,"3607, 3215","21-03-2023, 03-05-2023",2
13531,"3216, 3216, 5245","05-04-2023, 02-05-2023, 23-08-2023",3
13532,"3216, 6357, 4064","05-04-2023, 16-05-2023, 07-12-2023",3
13533,"3217, 4654, 7305","22-12-2023, 24-01-2024, 24-01-2024",3
13534,"3221, 3878, 3878, 3878","12-04-2023, 24-04-2023, 26-08-2023, 19-12-2023",4
13535,"3221, 4043, 3931, 6914","01-05-2023, 05-12-2023, 04-01-2024, 10-10-2024",4
13536,"3611, 3221, 3221","04-01-2023, 29-05-2024, 04-09-2024",3
13537,"6296, 4018, 3222, 4028","29-09-2023, 23-11-2023, 03-01-2024, 27-02-2024",4
13538,"6175, 6175, 3224, 7659","09-01-2023, 06-02-2023, 15-02-2023, 27-02-2024",4
13539,3229,06-02-2023,1
13540,"3229, 3411, 4936, 5877","06-02-2023, 20-07-2023, 19-02-2024, 19-02-2024",4
13541,"3231, 3231, 3231, 3231, 3231","02-03-2023, 25-04-2023, 24-08-2023, 12-12-2023, 12-12-2023",5
13542,"3231, 3231, 3231, 3515, 3515","02-03-2023, 21-06-2023, 11-10-2023, 26-03-2024, 09-06-2024",5
13543,"3231, 3656, 3231, 3231","16-03-2023, 08-05-2023, 21-06-2023, 11-10-2023",4
13544,"3231, 3231, 3231, 3800, 3800","24-03-2023, 24-03-2023, 24-03-2023, 07-06-2024, 07-06-2024",5
13545,3231,24-11-2023,1
13546,"4828, 6942, 3234","08-12-2023, 13-12-2023, 19-01-2024",3
13547,"5396, 5368, 3236, 4437, 3398","23-01-2023, 02-05-2023, 29-09-2023, 11-11-2023, 15-12-2023",5
13548,"3732, 3236, 3732, 6437, 5177","19-09-2023, 09-10-2023, 27-11-2023, 31-01-2024, 15-05-2024",5
13549,3236,09-10-2023,1
13550,"3236, 3501, 4472","01-11-2023, 30-11-2023, 30-04-2024",3
13551,"4527, 7332","06-06-2023, 28-03-2024",2
13552,"3237, 3237, 3237, 3237, 3237, 3237","05-02-2024, 05-02-2024, 05-02-2024, 05-02-2024, 05-02-2024, 05-02-2024",6
13553,"3238, 3238, 3238, 3238","05-01-2023, 27-04-2023, 24-08-2023, 14-12-2023",4
13554,"3238, 3238, 3238, 3909, 3238, 3238","19-01-2023, 10-05-2023, 31-08-2023, 02-10-2023, 26-10-2023, 15-02-2024",6
13555,"3238, 3238, 3238, 3238","19-01-2023, 10-05-2023, 31-08-2023, 19-12-2023",4
13556,"6963, 5186, 6194, 4866, 6304, 3239","01-04-2023, 20-09-2023, 22-09-2023, 25-09-2023, 23-11-2023, 17-04-2024",6
13557,"6965, 3848, 6498, 5186, 4312","28-02-2023, 05-04-2023, 19-02-2024, 19-02-2024, 01-03-2024",5
13558,"3241, 4759","30-11-2023, 11-12-2023",2
13559,"5017, 5372, 5426, 3241, 5802","12-09-2023, 12-09-2023, 01-02-2024, 01-02-2024, 01-02-2024",5
13560,"5137, 3243, 6128, 4188","30-03-2023, 24-06-2023, 09-09-2023, 12-02-2024",4
13561,"3245, 7240, 5864","29-03-2023, 23-02-2024, 24-04-2024",3
13562,"4294, 5308, 3245, 5987, 6237, 6222, 6217","22-02-2023, 21-04-2023, 02-06-2023, 17-11-2023, 06-03-2024, 08-03-2024, 08-03-2024",7
13563,3534,03-05-2023,1
13564,"3979, 3536, 3248, 3248","28-04-2023, 22-11-2023, 03-01-2024, 16-01-2024",4
13565,"3249, 3249","15-02-2024, 15-02-2024",2
13566,"3250, 5571, 7324","15-04-2023, 10-05-2023, 12-11-2023",3
13567,"3253, 6332, 5229","31-01-2023, 25-09-2023, 18-12-2023",3
13568,"6428, 6428, 7024, 3253","09-03-2023, 22-05-2023, 13-06-2023, 22-01-2024",4
13569,"3254, 3274, 3274, 7378, 3274","09-01-2023, 05-03-2023, 17-06-2023, 03-10-2023, 08-10-2023",5
13570,"5835, 4449, 3256","06-02-2023, 06-07-2023, 13-10-2023",3
13571,"5117, 4250, 3418, 6527, 5932, 3259, 5151, 3259","17-04-2023, 01-09-2023, 24-10-2023, 22-11-2023, 29-11-2023, 29-01-2024, 22-05-2024, 23-05-2024",8
13572,"4473, 4473, 4473, 3260","28-02-2023, 15-03-2023, 29-03-2023, 11-03-2024",4
13573,"3261, 3584, 3484, 5159, 3746","03-02-2023, 16-03-2023, 02-02-2024, 31-05-2024, 16-07-2024",5
13574,"6208, 5865, 3266, 4422, 4283, 4294, 4779, 4399, 3947, 5991","23-03-2023, 23-03-2023, 03-04-2023, 11-05-2023, 31-05-2023, 02-06-2023, 13-09-2023, 20-09-2023, 21-11-2023, 12-01-2024",10
13575,"4273, 3947, 3266, 4287, 7034, 6239","15-02-2023, 22-03-2023, 17-05-2023, 05-06-2023, 21-09-2023, 08-04-2024",6
13576,"4242, 3595, 3809","04-01-2023, 01-02-2023, 12-05-2023",3
13577,"6182, 4848, 7745","23-01-2023, 17-01-2024, 24-06-2024",3
13578,"4269, 4268","05-12-2023, 11-12-2023",2
13579,"3274, 3274, 3274, 3274, 3274","01-02-2023, 15-05-2023, 04-09-2023, 03-01-2024, 19-04-2024",5
13580,"3274, 3274, 3274, 3274, 3274","05-03-2023, 17-06-2023, 08-10-2023, 30-01-2024, 21-05-2024",5
13581,"3274, 3274, 3274, 3274","05-03-2023, 17-06-2023, 08-10-2023, 30-01-2024",4
13582,"3274, 3274, 3274, 3274","05-03-2023, 17-06-2023, 08-10-2023, 30-01-2024",4
13583,"3274, 3274, 3274, 3274, 3274","05-03-2023, 17-06-2023, 08-10-2023, 19-12-2023, 09-04-2024",5
13584,"5756, 3949, 3276","31-05-2023, 07-12-2023, 01-05-2024",3
13585,"6306, 6306","05-10-2023, 22-01-2024",2
13586,3277,15-01-2024,1
13587,"6085, 5358, 5358, 5358, 5358, 5358, 6167, 6167, 6167, 6167, 6167, 6167, 4228, 4228, 4228, 4228, 6167, 6167, 6167, 6167, 6167, 6167, 6167, 6452, 6452, 6452, 6452, 6452, 6452, 6452, 6452, 6452, 3695, 3695, 6452, 6452, 6452, 6452, 6452, 6452, 3695, 3695, 3695, 3695, 3695, 3695, 3695, 3695, 3695, 3695, 3695, 3695, 3695, 3695, 3695, 3279, 3279, 3279, 4734, 4734, 4734, 4734, 4734, 4734, 4734, 4734, 4734, 4734, 4734, 4734, 4734, 4734, 4734, 4734, 4734, 4734, 4734, 4734, 4734, 7456, 7456, 7456, 7456, 7456, 7456, 7456, 7456, 7456, 7456, 7456, 5830, 5830, 7456, 7456, 7456, 7456, 7456, 7462, 7462, 7462, 7462, 7462, 7462, 5830, 5830, 5830, 5830, 5830, 7462, 5830, 5830, 5830, 5830, 5830, 5830, 5830, 7456, 7456, 7462, 7462, 7462, 7462, 7462, 7462, 7462, 7462, 7462, 7462, 5830, 5861, 5861, 5861, 4216, 6447, 7797, 7797, 7797, 7797, 7797, 7797, 7827, 7827, 7827","09-01-2023, 12-01-2023, 12-01-2023, 12-01-2023, 12-01-2023, 12-01-2023, 08-03-2023, 08-03-2023, 08-03-2023, 08-03-2023, 08-03-2023, 08-03-2023, 08-03-2023, 08-03-2023, 08-03-2023, 08-03-2023, 10-03-2023, 10-03-2023, 10-03-2023, 10-03-2023, 10-03-2023, 10-03-2023, 13-03-2023, 20-03-2023, 20-03-2023, 20-03-2023, 22-03-2023, 22-03-2023, 22-03-2023, 27-03-2023, 27-03-2023, 27-03-2023, 08-05-2023, 08-05-2023, 08-05-2023, 08-05-2023, 08-05-2023, 08-05-2023, 08-05-2023, 08-05-2023, 11-05-2023, 11-05-2023, 12-05-2023, 12-05-2023, 12-05-2023, 15-05-2023, 15-05-2023, 15-05-2023, 16-05-2023, 16-05-2023, 17-05-2023, 17-05-2023, 17-05-2023, 17-05-2023, 17-05-2023, 26-06-2023, 26-06-2023, 26-06-2023, 07-08-2023, 07-08-2023, 07-08-2023, 07-08-2023, 08-08-2023, 08-08-2023, 08-08-2023, 08-08-2023, 10-08-2023, 10-08-2023, 10-08-2023, 10-08-2023, 11-08-2023, 11-08-2023, 11-08-2023, 11-08-2023, 14-08-2023, 14-08-2023, 14-08-2023, 14-08-2023, 14-08-2023, 30-10-2023, 30-10-2023, 30-10-2023, 06-11-2023, 06-11-2023, 06-11-2023, 06-11-2023, 20-11-2023, 20-11-2023, 20-11-2023, 20-11-2023, 30-11-2023, 30-11-2023, 04-12-2023, 04-12-2023, 04-12-2023, 04-12-2023, 04-12-2023, 07-12-2023, 07-12-2023, 12-12-2023, 12-12-2023, 13-12-2023, 13-12-2023, 15-12-2023, 15-12-2023, 15-12-2023, 15-12-2023, 15-12-2023, 15-12-2023, 21-12-2023, 21-12-2023, 21-12-2023, 21-12-2023, 21-12-2023, 21-12-2023, 21-12-2023, 22-12-2023, 22-12-2023, 11-01-2024, 11-01-2024, 11-01-2024, 11-01-2024, 15-01-2024, 15-01-2024, 15-01-2024, 15-01-2024, 15-01-2024, 15-01-2024, 24-01-2024, 21-02-2024, 21-02-2024, 21-02-2024, 15-05-2024, 05-06-2024, 26-08-2024, 26-08-2024, 29-08-2024, 29-08-2024, 29-08-2024, 29-08-2024, 10-10-2024, 10-10-2024, 10-10-2024",143
13588,"6697, 4984, 4197","30-05-2023, 09-06-2023, 21-02-2024",3
13589,"5335, 3323","17-11-2023, 08-02-2024",2
13590,"6574, 6574, 7024, 7024, 6526","13-04-2023, 11-05-2023, 12-06-2023, 12-06-2023, 15-08-2023",5
13591,"3287, 3285","18-01-2023, 20-01-2023",2
13592,3285,14-02-2023,1
13593,"3287, 6003, 5317","18-01-2023, 01-03-2023, 06-02-2024",3
13594,"3291, 6461","19-07-2023, 27-11-2023",2
13595,"3291, 3291, 3291","19-10-2023, 07-02-2024, 29-05-2024",3
13596,"3293, 3293, 3293, 3293, 3293, 3293, 3293, 3293, 3293","25-04-2023, 25-04-2023, 25-04-2023, 30-08-2023, 30-08-2023, 30-08-2023, 23-01-2024, 23-01-2024, 23-01-2024",9
13597,"3379, 3293, 3515, 7086, 5960","15-05-2023, 19-09-2023, 09-11-2023, 03-01-2024, 12-01-2024",5
13598,"3293, 3293, 3293","07-12-2023, 07-12-2023, 07-12-2023",3
13599,"3293, 3293, 3293, 3293, 3293, 3293","06-01-2024, 06-01-2024, 06-01-2024, 06-01-2024, 09-01-2024, 09-01-2024",6
13600,"3406, 3406, 3406, 3293, 3293, 3293, 3480","03-05-2023, 15-08-2023, 06-10-2023, 09-01-2024, 17-01-2024, 18-01-2024, 22-04-2024",7
13602,"4916, 3296, 6757, 6788","20-11-2023, 07-12-2023, 31-01-2024, 07-02-2024",4
13603,"3299, 6141, 4850","13-01-2023, 12-05-2023, 25-07-2023",3
13604,"5341, 3303, 4342, 4342","12-10-2023, 24-11-2023, 25-09-2024, 30-09-2024",4
13605,"6465, 6184, 3304, 6280, 3366","13-03-2023, 18-12-2023, 03-01-2024, 12-01-2024, 03-06-2024",5
13606,"4691, 3778, 3306","15-05-2023, 15-06-2023, 15-08-2024",3
13607,"3503, 3503, 3306","22-02-2023, 11-12-2023, 26-08-2024",3
13608,"3312, 5258","17-10-2023, 09-04-2024",2
13609,"5501, 3312","27-04-2023, 17-10-2023",2
13610,"4043, 4043, 5986","19-06-2023, 21-06-2023, 22-01-2024",3
13611,"3316, 4873","24-01-2023, 04-04-2023",2
13612,"3316, 3460, 5241","24-01-2023, 02-07-2023, 17-10-2023",3
13613,"3316, 6581","05-09-2023, 12-01-2024",2
13614,"3826, 3826, 3316, 7096","19-04-2023, 06-06-2023, 05-09-2023, 08-03-2024",4
13615,"3321, 3878, 3878, 3878, 3878","26-02-2023, 24-04-2023, 26-08-2023, 19-12-2023, 09-04-2024",5
13616,"4115, 5357, 4040, 3321","20-04-2023, 27-11-2023, 11-03-2024, 11-09-2024",4
13617,"3543, 3852, 6507, 5167, 3852, 4806","16-01-2023, 02-03-2023, 29-03-2023, 11-04-2023, 21-08-2023, 25-01-2024",6
13618,3322,20-08-2024,1
13619,3323,08-02-2024,1
13620,"3415, 7143, 3326","13-03-2023, 18-10-2023, 05-03-2024",3
13621,"3642, 3746, 6520","31-03-2023, 15-11-2023, 04-12-2023",3
13622,"3329, 3781","14-03-2023, 05-06-2023",2
13623,"3329, 5750, 6409, 5991","14-03-2023, 05-05-2023, 19-06-2023, 05-04-2024",4
13624,"3439, 3329, 7257","30-01-2023, 12-09-2023, 12-03-2024",3
13625,"4285, 6226, 5292","16-01-2023, 15-01-2024, 19-01-2024",3
13626,7190,29-08-2024,1
13627,"6113, 5427, 5427, 5427, 3336","10-01-2023, 03-05-2023, 23-08-2023, 25-08-2023, 28-02-2024",5
13628,"4242, 4939, 4045, 6235, 3411, 3337, 6208, 4510, 3947, 7238, 5272, 4054","04-01-2023, 19-01-2023, 06-04-2023, 12-05-2023, 17-07-2023, 28-08-2023, 19-09-2023, 22-09-2023, 22-09-2023, 06-11-2023, 17-11-2023, 15-02-2024",12
13629,"4286, 3337","19-01-2024, 28-06-2024",2
13630,"3617, 3338","20-03-2023, 12-04-2023",2
13631,"3341, 4982, 4982","27-04-2023, 22-09-2023, 07-01-2024",3
13632,"3342, 7574","01-05-2023, 04-12-2023",2
13634,"3789, 6017, 3347, 3703","30-03-2023, 20-04-2023, 01-02-2024, 28-03-2024",4
13635,"5443, 3350, 6861","29-06-2023, 25-08-2023, 04-09-2023",3
13636,"3351, 3351, 3351, 3351","08-03-2023, 08-03-2023, 10-03-2023, 10-03-2023",4
13637,"5022, 6159, 3351","09-06-2023, 20-02-2024, 19-03-2024",3
13638,"3354, 5888","09-01-2023, 28-04-2023",2
13639,"3370, 5441, 3354, 3354","01-03-2023, 02-03-2023, 12-04-2024, 23-08-2024",4
13640,"3355, 6688, 4998, 7826","09-03-2023, 30-05-2023, 14-06-2024, 23-09-2024",4
13641,"3426, 3964, 4105, 3357, 3859","27-10-2023, 13-12-2023, 12-03-2024, 12-04-2024, 01-05-2024",5
13642,"4034, 6420, 7302, 3357","19-04-2023, 04-05-2023, 17-05-2024, 24-06-2024",4
13643,"3823, 4034, 3823, 6420, 7302","17-04-2023, 19-04-2023, 23-05-2023, 22-06-2023, 17-05-2024",5
13644,"4300, 3358, 4114","08-05-2023, 19-05-2023, 28-03-2024",3
13645,"4120, 4825, 3358","20-04-2023, 04-07-2023, 20-09-2023",3
13646,"3897, 3364, 3364","08-02-2023, 16-04-2024, 15-07-2024",3
13647,"6275, 6537, 7343, 6082","01-03-2023, 05-04-2023, 19-02-2024, 27-03-2024",4
13648,3381,12-09-2023,1
13649,"6074, 3371","28-02-2023, 28-10-2023",2
13650,"3595, 6226, 4045, 3809, 6208, 5272","01-02-2023, 22-03-2023, 06-04-2023, 12-05-2023, 19-09-2023, 17-11-2023",6
13651,"3809, 3968, 3924, 4399, 4510, 4975, 5988, 6228, 4037, 4975, 6228, 5859","20-02-2023, 28-02-2023, 07-03-2023, 20-03-2023, 22-03-2023, 18-04-2023, 27-04-2023, 06-06-2023, 29-09-2023, 28-11-2023, 22-02-2024, 14-06-2024",12
13652,"3375, 4720, 4720, 3965, 4720, 3703, 3703, 4224","01-02-2023, 07-02-2023, 30-05-2023, 26-07-2023, 19-09-2023, 04-12-2023, 19-02-2024, 02-04-2024",8
13653,"3375, 6814, 4784, 6814","01-02-2023, 04-03-2024, 15-04-2024, 07-06-2024",4
13654,"3852, 3376, 3389, 5347","02-03-2023, 07-03-2023, 24-04-2023, 15-06-2023",4
13655,"3376, 3376, 3376, 3376","24-05-2023, 19-06-2023, 19-09-2023, 11-10-2023",4
13656,"3378, 3378","18-04-2023, 24-09-2023",2
13657,3378,18-04-2023,1
13658,"3379, 3379, 3379, 3379","27-03-2023, 15-05-2023, 22-05-2023, 22-05-2023",4
13659,"3381, 4062, 4062, 5290","21-02-2023, 14-06-2023, 21-09-2023, 27-03-2024",4
13660,"3816, 3381, 4340, 6235, 4661","08-02-2023, 22-03-2023, 27-09-2023, 21-05-2024, 31-05-2024",5
13661,"5289, 4278, 3381, 5990","22-03-2023, 10-05-2023, 12-09-2023, 22-03-2024",4
13662,"3382, 3382, 3382, 3382, 3382, 3382, 3382, 3382, 3382","09-01-2023, 09-01-2023, 09-01-2023, 05-07-2023, 05-07-2023, 05-07-2023, 14-02-2024, 14-02-2024, 14-02-2024",9
13663,"3383, 3383, 3383","10-10-2023, 09-02-2024, 03-06-2024",3
13664,3384,10-07-2023,1
13665,"6297, 3385, 7001","31-01-2023, 04-04-2023, 16-03-2024",3
13666,"3386, 5004, 5087, 4240","30-03-2023, 11-10-2023, 12-02-2024, 30-04-2024",4
13667,"3387, 5181","19-05-2023, 29-06-2023",2
13668,"6323, 3388","01-05-2023, 11-10-2023",2
13669,"3389, 3476, 4238, 6960","08-06-2023, 07-09-2023, 10-01-2024, 20-08-2024",4
13670,"3391, 3595, 6944, 6945","07-03-2023, 16-03-2023, 15-06-2023, 29-11-2023",4
13671,6239,17-10-2023,1
13672,"5877, 4272, 3968, 4283, 4294, 6234, 6228, 4397, 6234, 3866, 5858, 5992","23-02-2023, 27-02-2023, 03-04-2023, 31-05-2023, 02-06-2023, 18-10-2023, 28-11-2023, 19-12-2023, 20-12-2023, 21-12-2023, 11-03-2024, 25-03-2024",12
13673,"5714, 6400, 6537, 3392, 6082, 6728","17-03-2023, 04-04-2023, 05-04-2023, 19-02-2024, 27-03-2024, 16-04-2024",6
13674,"3395, 3395","12-10-2023, 05-02-2024",2
13675,"3395, 3395, 3395, 3395, 3395, 3395","12-10-2023, 12-10-2023, 12-10-2023, 12-10-2023, 05-02-2024, 05-02-2024",6
13676,3397,25-02-2023,1
13677,3397,08-11-2023,1
13678,"5090, 3398, 3402, 3398","02-03-2023, 14-03-2023, 23-10-2023, 15-12-2023",4
13679,"3398, 4791, 5403","26-05-2023, 03-11-2023, 11-12-2023",3
13680,"4816, 3400, 6842, 4815, 4815","08-03-2023, 05-05-2023, 08-02-2024, 07-03-2024, 25-04-2024",5
13681,"3400, 6525, 3734, 4803","05-05-2023, 19-06-2024, 09-08-2024, 29-08-2024",4
13682,"3400, 6089","29-09-2023, 23-07-2024",2
13683,"6428, 4473, 6428, 3400, 5132","01-02-2023, 24-05-2023, 08-09-2023, 01-12-2023, 15-04-2024",5
13684,"5007, 3400, 3400","16-03-2023, 15-12-2023, 15-12-2023",3
13685,"6495, 3455","27-05-2023, 10-01-2024",2
13686,"3402, 3402, 3402, 3402","11-01-2023, 09-08-2023, 29-11-2023, 18-03-2024",4
13687,"3402, 3402, 3402, 3402","16-01-2023, 21-08-2023, 11-12-2023, 04-04-2024",4
13688,"3402, 3402, 3402, 3402, 3402, 3402","22-09-2023, 22-09-2023, 08-02-2024, 08-02-2024, 29-05-2024, 29-05-2024",6
13689,"3402, 3402, 3402, 3402","01-12-2023, 20-03-2024, 27-05-2024, 29-05-2024",4
13690,"6740, 5072, 3402, 3802","08-03-2023, 06-11-2023, 06-12-2023, 06-01-2024",4
13691,"6437, 4905, 3402","03-01-2023, 10-10-2023, 14-12-2023",3
13692,"6302, 5019, 3703, 3402","05-01-2024, 12-01-2024, 17-05-2024, 12-08-2024",4
13693,5466,12-03-2024,1
13694,"3403, 6741","17-03-2023, 03-04-2023",2
13695,"3734, 3403, 5930","02-11-2023, 08-04-2024, 16-04-2024",3
13696,"4370, 5468, 3404, 3881","03-02-2023, 20-02-2023, 29-03-2023, 06-05-2023",4
13697,"5400, 3886, 6654, 6724, 6310","29-06-2023, 04-01-2024, 13-03-2024, 15-03-2024, 17-03-2024",5
13698,"3406, 3406, 3406, 3406","08-03-2023, 05-04-2023, 15-08-2023, 06-10-2023",4
13699,"6816, 6816, 3407, 3407","29-11-2023, 13-12-2023, 11-06-2024, 17-06-2024",4
13700,"5988, 3411, 4289, 6235, 3968","27-04-2023, 20-07-2023, 12-09-2023, 12-02-2024, 19-02-2024",5
13701,"3412, 7122, 3781, 7266, 7232","21-09-2023, 17-11-2023, 11-01-2024, 30-01-2024, 28-05-2024",5
13702,"4078, 4473, 4473, 4473","12-01-2023, 20-02-2023, 03-07-2023, 14-09-2023",4
13703,"5004, 6352, 3415, 3415, 6553","30-01-2023, 02-05-2023, 30-05-2023, 19-09-2023, 12-03-2024",5
13704,"3419, 3419, 3419, 3419, 3419, 3419","26-01-2023, 26-01-2023, 24-05-2023, 24-05-2023, 13-09-2023, 13-09-2023",6
13705,"3552, 5114, 3552","06-06-2023, 03-01-2024, 29-04-2024",3
13706,"3563, 5441, 4478, 3421","17-05-2023, 20-06-2023, 05-03-2024, 16-05-2024",4
13707,3729,08-01-2024,1
13708,"5271, 5271","01-03-2023, 31-03-2023",2
13709,"3493, 3426","26-12-2023, 16-05-2024",2
13710,"4366, 4366, 4366","22-02-2023, 22-02-2023, 22-02-2023",3
13711,"6887, 3428","08-01-2023, 11-06-2023",2
13712,"3431, 3431, 3431, 3431, 3431","08-08-2023, 12-10-2023, 19-02-2024, 07-03-2024, 03-07-2024",5
13713,"4176, 3431, 3431, 4144, 3431, 3431","31-01-2023, 13-09-2023, 12-10-2023, 24-01-2024, 29-04-2024, 03-07-2024",6
13714,"3432, 5199","23-05-2023, 27-11-2023",2
13715,"3910, 3611, 3464, 3435, 4357, 3881","20-01-2023, 14-03-2023, 05-10-2023, 07-11-2023, 15-11-2023, 12-03-2024",6
